Institution,Academic Discipline (if available),Enrollment Profile,Undergraduate Profile,Size and Setting,Scholarship Awarded,LACN/IVY/OTHER,Year (2005-2015)
Princeton University,"computer science, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2007
Washington University in St. Louis,"biochemistry, earth and planetary science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
U.S. Military Academy,international and strategic history,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Wheaton College,,,,,Marshalls,Other,2007
University of Georgia,"economics, international affairs",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
U.S. Military Academy,military history,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Georgetown University,"economics, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
John Hopkins University,public health,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
University of Pittsburgh,"physics, astronomy, history and philosophy of science and religious studies",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
University of Texas - Dallas,"government, politics",MU: Majority undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2007
Miami University of Ohio,"vocal performance, music education",,,,Marshalls,Other,2007
Yale University,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2007
California Institute of Technology,"physics, history",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2007
Williams College,history,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2007
Princeton University,english,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2007
Georgetown University,"government, arabic language",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
Columbia University,russian language and literature,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2007
Albertson College of Idaho,international political economy,,,,Marshalls,Other,2007
University of Arizona,"international studies, economics",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2007
University of Notre Dame,"anthropology, international peace studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
Harvard University,literature,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2007
Duke University,"biology, chemistry",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
University of Richmond,"biochemistry, german",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Michigan State University,"history, latin american and caribbean studies",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
New York University,neural science,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Brown University,"international relations, global security, middle eastern politics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2006
Stanford University,international relations,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Emory University,"middle eastern studies, political science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Princeton University,"mathematics, women and gender studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2006
Georgetown University,"international politics, arab studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
University of Texas - Austin,"government, liberal arts",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2006
Wake Forest University,"english, french",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2006
University of Oregon,"history, women and gender studies, political science",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2006
University of Chicago,geophysical sciences,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
University of North Carolina - Chapel Hill,"political science, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
University of Portland,"biology, philosophy",,,,Marshalls,Other,2006
U.S Military Academy,economics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2006
U.S. Military Academy,"international relations, german",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2006
Yale University,cognitive science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
University of Arizona,"biochemistry, mathematics, molecular biology",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2006
Occidental College,mathematics,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2006
State University of New York,physics,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
Baylor University,"political science, great texts",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
Georgetown University,contemporary arab studies,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
American University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Temple University,music composition,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2006
Georgia Institute of Technology,"biomedical engineering, neuroengineering and medical imaging",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Miami University of Ohio,"chemistry, history, political science",,,,Marshalls,Other,2006
Kansas State University,"print journalism, international and american ethnic studies, leadership studies",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
Southern Methodist University,"english, creative writing",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/R: Medium four-year, primarily residential",Marshalls,Other,2006
University of Delaware,"international relations, economics, political science",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
University of Washington - Seattle,"neurobiology, biochemistry",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2006
Pennsylvania State University,"astronomy, astrophysics, physics",,,,Marshalls,Other,2006
Middlebury College,biochemistry,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2006
Yale University,literature,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
Stanford University,"african american studies, modern thought, literature",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
University of Delaware,"biochemistry, biology",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
University of Notre Dame,"international peace studies, political studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
George Washington University,"psychology, sociology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Harvard University,"english, american literature and language",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
Yale University,anthropology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
Stanford University,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Stanford University,"mathematics, physics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
Princeton University,near eastern studies,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2006
Yale University,"political science, international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2006
University of Pennsylvania,international studies and business,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2006
University of California - Berkeley,"urban studies, middle eastern studies",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2006
Michigan State University,"bioethics, biochemistry, physiology",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2005
Northwestern University,journalism,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
University of Pennsylvania,health and societies,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
University of Michigan System - Ann Arbor,"mathematics, physics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2005
Georgia Institute of Technology,"cell and tissue engineering, economics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Stanford University,"political science, international security studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Stanford University,slavic languages and literature,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
U.S. Military Academy,"public health, infectious disease",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2005
Tulane University,"history, medieival studies, latin, french",MU: Majority undergraduate,"MFT4/S/LTI: Medium full-time four-year, selective, lower transfer-in","M4/R: Medium four-year, primarily residential",Marshalls,Other,2005
Pomona College,"international relations, french",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2005
Massachusetts Institute of Technology,"physics, applied international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
University of Georgia,"cellular biology, political science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2005
Princeton University,english literature,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2005
California Institute of Technology,physics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2005
Fordham University,philosophy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Yale University,english literature,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2005
Princeton University,public and international affairs,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2005
U.S. Military Academy,physics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2005
Duke University,biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Indiana University - Bloomington,"finance, accounting, international studies, political science",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2005
Occidental College,politics,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2005
University of Delaware,"environmental science, atmospheric science, geography",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2005
Alma College,"mathematics, public health",ExU4: Exclusively undergraduate four-year,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2005
Mercyhurst College,"intelligence studies, russian and post-soviet studies",VHU: Very high undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2005
Emory University,"political science, history",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Oberlin College,music composition,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2005
Massachusetts Institute of Technology,"biology, chemistry",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Arizona State University,music,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2005
University of Pennsylvania,"business, internaitonal studies, urban studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Massachusetts Institute of Technology,electrical engineering,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Dartmouth College,"economics, government",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY/LACN,2005
U.S. Naval Academy,information technology,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2005
University of Colorado System - Boulder,biochemistry,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2005
Stanford University,"classics, east asian studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
U.S. Military Academy,"international relations, chinese",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2005
Brown University,international relations,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2005
Brown University,"biology, comparative literature, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2005
Stanford University,"computer science, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Cornell University,"literature, theory, and writing",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2005
Stanford University,"economics, ethics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2005
Middlebury College,"english, non-fiction creative writing",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2005
Virginia Polytechnic Institute and State University,"materials science, engineering, music",,,,Marshalls,Other,2005
Harvard University,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2005
Cornell University,industrial and labor relaitons,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2015
University of North Carolina - Chapel Hill,"cultural studies, history",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2015
Rutgers University,"interdisciplinary studies, art history, italian studies",,,,Mitchell,Other,2015
South Dakota School of Mines and Technology,mechanical engineering,HU: High undergraduate,(Special focus institution),(Special focus institution),Mitchell,Other,2015
University of Notre Dame,"english, arabic",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2015
University of Pennsylvania,"international relations, political science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2015
Columbia University,"english, biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2015
Stanford University,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2015
North Carolina Agricultural and Technical State University,"electrical engineering, applied mathematics",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Mitchell,Other,2015
Duke University,"political science, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2015
Duke University,"public policy, history",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2015
University of California - Berkeley,interdisciplinary studies,MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2015
Georgetown University,neurobiology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2014
John Hopkins University,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2014
Princeton University,music,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2014
University of Arizona,political science,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2014
University of Alabama,mechanical engineering,MU: Majority undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2014
Brown University,"mathematics, philosophy of science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2014
Yale University,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2014
Washington University in St. Louis,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2014
U.S. Naval Academy,applied mathematics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2014
Auburn University,"history, community and civic engagement, political science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2014
University of Oklahoma,sociology-crimonology,,,,Mitchell,Other,2014
Brandeis University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2013
Rice University,"english, civil and environmental engineering",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2013
Stanford University,"international relations, international security studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2013
University of Oregon,,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2013
Northwestern University,"education in social policy, service learning",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2013
Franklin and Marshall,"biochemistry, molecular biology",,,,Mitchell,Other,2013
University of Wisconsin - Madison,"peace studies, conflict resolution",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2013
Stanford University,"international relations, history",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2013
Harvard University,linguistics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2013
University of Montana - Missoula,political science,HU: High undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2013
Amherst College,"psychology, art, history of art",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,LACN,2013
Princeton University,mathematics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2012
University of Mississippi,"community education, equality and social activism",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2012
Stanford University,computer science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2012
University of Georgia,"mathematics, spanish, religion",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2012
West Virginia Wesleyan College,english literature,VHU: Very high undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2012
John Hopkins University,"public health, anthropology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2012
Yale University,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2012
Villanova University,political science,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2012
Georgetown University,"physics, english",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2012
Swarthmore College,sociology and anthropology,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2012
Dartmouth College,human geography,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY/LACN,2012
Centre College,"literature, dramatic arts",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2012
University of Georgia,"microbiology, environmental health science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell ,Other,2011
Dartmouth College,"native american studies, middle eastern studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,IVY/LACN,2011
Georgetown University,"sociology, government",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2011
Stanford University,"political science, american studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2011
